Auteur ou autrice,Genre,Feuille,Jeu de données,Nom normalisé,data_id,dataset_id_FK,author_id_FK,year,details,src,id_bnf,id_wikidata,id_isni,gender,pseudonym,first_name,last_name,date_of_birth,date_of_death,birth_location,death_location,birth_coordinates,death_coordinates,url_ville
Anna De Noailles,F,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Anna de Noailles,1620,9,6050,1966,"Bordas - Lagarde & Michard, XXe siècle",,11917766m,6050,0000 0001 2144 2551,féminin,,,,1876-11-15T00:00:00Z,1933-04-30T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
P.-J. Toulet,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,identifiant inconnu,1621,9,,1966,"Bordas - Lagarde & Michard, XXe siècle",,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
Jules Romains,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Jules Romains,1622,9,334983,1966,"Bordas - Lagarde & Michard, XXe siècle",,13091632z,334983,0000 0001 2128 3108,masculin,,,,1885-08-26T00:00:00Z,1972-08-14T00:00:00Z,Saint-Julien-Chapteuil,Paris,4.061111111 45.034722222,2.351388888 48.856944444,
Blaise Cendrars,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Blaise Cendrars,1623,9,123080,1966,"Bordas - Lagarde & Michard, XXe siècle",,11895739q,123080,0000 0001 2141 5537,masculin,,,,1887-09-01T00:00:00Z,1961-01-21T00:00:00Z,La Chaux-de-Fonds,Paris,6.829558333 47.099627777,2.351388888 48.856944444,http://www.chaux-de-fonds.ch
Guillaume Apollinaire,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Guillaume Apollinaire,1624,9,133855,1966,"Bordas - Lagarde & Michard, XXe siècle",,11888978p,133855,0000 0001 2137 1423,masculin,,,,1880-08-26T00:00:00Z,1918-11-10T00:00:00Z,Rome,Paris,12.482777777 41.893055555,2.351388888 48.856944444,https://www.comune.roma.it/
Edmond Rostand,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Edmond Rostand,1625,9,202749,1966,"Bordas - Lagarde & Michard, XXe siècle",,11922688n,202749,0000 0001 2095 5216,masculin,,,,1868-04-01T00:00:00Z,1918-12-02T00:00:00Z,Marseille,Paris,5.376388888 43.296666666,2.351388888 48.856944444,http://www.marseille.fr
Hervieu,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Paul Hervieu,1626,9,1852937,1966,"Bordas - Lagarde & Michard, XXe siècle",,12037382r,1852937,0000 0001 0895 603X,masculin,,,,1857-09-02T00:00:00Z,1915-10-25T00:00:00Z,Neuilly-sur-Seine,Paris,2.2675 48.887222222,2.351388888 48.856944444,http://www.neuillysurseine.fr
F. de Curel,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,François de Curel,1627,9,2411919,1966,"Bordas - Lagarde & Michard, XXe siècle",,124145251,2411919,0000 0001 2120 975X,masculin,,,,1854-06-10T00:00:00Z,1928-04-26T00:00:00Z,Metz,7e arrondissement de Paris,6.176944444 49.119722222,2.312777777 48.859166666,http://www.metz.fr
Porto-Riche,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,identifiant inconnu,1628,9,,1966,"Bordas - Lagarde & Michard, XXe siècle",,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
Tristan Bernard,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Tristan Bernard,1629,9,379949,1966,"Bordas - Lagarde & Michard, XXe siècle",,11891535t,379949,0000 0001 2137 1490,masculin,,,,1866-09-07T00:00:00Z,1947-12-07T00:00:00Z,Besançon,Paris,6.021388888 47.242222222,2.351388888 48.856944444,http://www.besancon.fr
Flers et Caillavet,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,identifiant inconnu,1630,9,,1966,"Bordas - Lagarde & Michard, XXe siècle",,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
Courteline,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Georges Courteline,1631,9,51107,1966,"Bordas - Lagarde & Michard, XXe siècle",,11897975m,51107,0000 0001 2145 2784,masculin,,,,1858-06-25T00:00:00Z,1929-06-25T00:00:00Z,Tours,12e arrondissement de Paris,0.688333333 47.392777777,2.388183333 48.840808333,http://www.tours.fr/
Jarry,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Alfred Jarry,1632,9,7841,1966,"Bordas - Lagarde & Michard, XXe siècle",,11908634r,7841,0000 0001 2137 1722,masculin,,,,1873-09-08T00:00:00Z,1907-11-01T00:00:00Z,Laval,Paris,-0.77 48.072777777,2.351388888 48.856944444,http://www.laval.fr
Begson,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Henri Bergson,1633,9,42156,1966,"Bordas - Lagarde & Michard, XXe siècle",,11891433v,42156,0000 0001 2135 5394,masculin,,,,1859-10-18T00:00:00Z,1941-01-04T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Jaurès,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Jean Jaurès,1634,9,12688,1966,"Bordas - Lagarde & Michard, XXe siècle",,119086682,12688,0000 0001 2130 9304,masculin,,,,1859-09-03T00:00:00Z,1914-07-31T00:00:00Z,Castres,Paris,2.24 43.605833333,2.351388888 48.856944444,http://www.ville-castres.fr/site.html
Maurras,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Charles Maurras,1635,9,3048,1966,"Bordas - Lagarde & Michard, XXe siècle",,11915277d,3048,0000 0001 2117 1552,masculin,,,,1868-04-20T00:00:00Z,1952-11-16T00:00:00Z,Martigues,Tours,5.0475 43.405277777,0.688333333 47.392777777,http://www.mairie-martigues.fr/accueil/
Anatole France,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Anatole France,1636,9,42443,1966,"Bordas - Lagarde & Michard, XXe siècle",,11886331w,42443,0000 0001 2118 4329,masculin,,,,1844-04-16T00:00:00Z,1924-10-12T00:00:00Z,Paris,manoir de la Béchellerie,2.351388888 48.856944444,0.6558 47.4107,https://www.paris.fr/
Paul Bourget,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Paul Bourget,1637,9,198644,1966,"Bordas - Lagarde & Michard, XXe siècle",,11893464m,198644,0000 0001 2100 2708,masculin,,,,1852-09-02T00:00:00Z,1935-12-25T00:00:00Z,Amiens,Paris,2.297777777 49.891944444,2.351388888 48.856944444,http://www.amiens.fr
Romain Rolland,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Romain Rolland,1638,9,47162,1966,"Bordas - Lagarde & Michard, XXe siècle",,11922460q,47162,0000 0001 2138 6406,masculin,,,,1866-01-29T00:00:00Z,1944-12-30T00:00:00Z,Clamecy,Vézelay,3.519444444 47.46,3.745833333 47.465833333,http://www.clamecy.fr
Maurice Barrès,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Maurice Barrès,1639,9,314957,1966,"Bordas - Lagarde & Michard, XXe siècle",,118903382,314957,0000 0001 2137 1466,masculin,,,,1862-08-19T00:00:00Z,1923-12-04T00:00:00Z,Charmes,Neuilly-sur-Seine,6.2925 48.371666666,2.2675 48.887222222,http://www.ville-charmes.fr
Jules Renard,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Jules Renard,1640,9,314987,1966,"Bordas - Lagarde & Michard, XXe siècle",,119215017,314987,0000 0001 2120 8319,masculin,,,,1864-02-22T00:00:00Z,1910-05-22T00:00:00Z,Châlons-du-Maine,Paris,-0.643333333 48.163333333,2.351388888 48.856944444,
Édouard Estaunié,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Édouard Estaunié,1641,9,206391,1966,"Bordas - Lagarde & Michard, XXe siècle",,119019388,206391,0000 0001 2130 9152,masculin,,,,1862-02-04T00:00:00Z,1942-04-02T00:00:00Z,Dijon,Paris,5.041944444 47.323055555,2.351388888 48.856944444,http://www.dijon.fr
Alain-Fournier,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Alain-Fournier,1642,9,298394,1966,"Bordas - Lagarde & Michard, XXe siècle",,11888266r,298394,0000 0001 2127 1975,masculin,,,,1886-10-03T00:00:00Z,1914-09-22T00:00:00Z,La Chapelle-d'Angillon,Les Éparges,2.433055555 47.363333333,5.593888888 49.065,
Valéry Larbaud,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Valery Larbaud,1643,9,135640,1966,"Bordas - Lagarde & Michard, XXe siècle",,11911085h,135640,0000 0001 2117 1464,masculin,,,,1881-08-29T00:00:00Z,1957-02-02T00:00:00Z,Vichy,Vichy,3.425833333 46.126944444,3.425833333 46.126944444,https://www.ville-vichy.fr
Louis Hémon,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Louis Hémon,1644,9,561378,1966,"Bordas - Lagarde & Michard, XXe siècle",,11907211r,561378,0000 0001 0887 734X,masculin,,,,1880-10-12T00:00:00Z,1913-07-08T00:00:00Z,Brest,Chapleau,-4.486944444 48.39,-83.4 47.833333333,http://www.brest.fr
Charles Péguy,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Charles Péguy,1645,9,334965,1966,"Bordas - Lagarde & Michard, XXe siècle",,11918933f,334965,0000 0001 2276 072X,masculin,,,,1873-01-07T00:00:00Z,1914-09-05T00:00:00Z,Orléans,Le Plessis-l'Évêque,1.904166666 47.902222222,2.784166666 49.008333333,http://www.orleans.fr
Paul Claudel,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Paul Claudel,1646,9,295830,1966,"Bordas - Lagarde & Michard, XXe siècle",,118969563,295830,0000 0001 2145 056X,masculin,,,,1868-08-06T00:00:00Z,1955-02-23T00:00:00Z,Villeneuve-sur-Fère,Paris,3.475 49.1775,2.351388888 48.856944444,
Marcel Proust,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Marcel Proust,1647,9,7199,1966,"Bordas - Lagarde & Michard, XXe siècle",,119207126,7199,0000 0001 2100 3911,masculin,,,,1871-07-10T00:00:00Z,1922-11-18T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
André Gide,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,André Gide,1648,9,47484,1966,"Bordas - Lagarde & Michard, XXe siècle",,11904849c,47484,0000 0001 2144 5648,masculin,,,,1869-11-22T00:00:00Z,1951-02-19T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Paul Valéry,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Paul Valéry,1649,9,200639,1966,"Bordas - Lagarde & Michard, XXe siècle",,119274707,200639,0000 0001 2096 2440,masculin,,,,1871-10-30T00:00:00Z,1945-07-20T00:00:00Z,Sète,Paris,3.696666666 43.404444444,2.351388888 48.856944444,http://www.sete.fr
André Breton,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,André Breton,1650,9,161955,1966,"Bordas - Lagarde & Michard, XXe siècle",,118939509,161955,0000 0001 2131 789X,masculin,,,,1896-02-18T00:00:00Z,1966-09-28T00:00:00Z,Tinchebray,Paris,-0.7331 48.7636,2.351388888 48.856944444,
Robert Desnos,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Robert Desnos,1651,9,170095,1966,"Bordas - Lagarde & Michard, XXe siècle",,11899866v,170095,0000 0001 2117 127X,masculin,,,,1900-07-04T00:00:00Z,1945-06-08T00:00:00Z,Paris,camp de concentration de Theresienstadt,2.351388888 48.856944444,14.149722 50.510278,https://www.paris.fr/
Paul Éluard,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Paul Éluard,1652,9,152176,1966,"Bordas - Lagarde & Michard, XXe siècle",,11886231m,152176,0000 0001 2139 2910,masculin,,,,1895-12-04T00:00:00Z,1952-11-18T00:00:00Z,Saint-Denis,Charenton-le-Pont,2.353888888 48.935555555,2.411944444 48.821388888,http://ville-saint-denis.fr
Louis Aragon,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Louis Aragon,1653,9,4128,1966,"Bordas - Lagarde & Michard, XXe siècle",,119347816,4128,0000 0001 2095 5515,masculin,,,,1897-10-03T00:00:00Z,1982-12-24T00:00:00Z,16e arrondissement de Paris,7e arrondissement de Paris,2.276488888 48.863611111,2.312777777 48.859166666,http://www.mairie16.paris.fr/
Jean Cocteau,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Jean Cocteau,1654,9,83158,1966,"Bordas - Lagarde & Michard, XXe siècle",,11897143s,83158,0000 0001 2120 8036,masculin,,,,1889-07-05T00:00:00Z,1963-10-11T00:00:00Z,Maisons-Laffitte,Milly-la-Forêt,2.145 48.946111111,2.466944444 48.404166666,http://www.maisonslaffitte.fr
Max Jacob,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Max Jacob,1655,9,156214,1966,"Bordas - Lagarde & Michard, XXe siècle",,11908382s,156214,0000 0001 2096 2037,masculin,,,,1876-07-12T00:00:00Z,1944-03-05T00:00:00Z,Quimper,camp de Drancy,-4.097777777 47.995833333,2.445278 48.925833,http://www.quimper.bzh
Pierre Reverdy,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Pierre Reverdy,1656,9,379931,1966,"Bordas - Lagarde & Michard, XXe siècle",,11921653r,379931,0000 0001 2135 5810,masculin,,,,1889-09-13T00:00:00Z,1960-06-17T00:00:00Z,Narbonne,abbaye Saint-Pierre de Solesmes,3.003611111 43.184722222,-0.303055555 47.852222222,http://www.narbonne.fr
Jules Supervielle,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Jules Supervielle,1657,9,732569,1966,"Bordas - Lagarde & Michard, XXe siècle",,119257592,732569,0000 0001 0890 9946,masculin,,,,1884-01-16T00:00:00Z,1960-05-17T00:00:00Z,Montevideo,Paris,-56.166666666 -34.866666666,2.351388888 48.856944444,http://www.montevideo.gub.uy
Steve Passeur,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Steve Passeur,1658,9,3499047,1966,"Bordas - Lagarde & Michard, XXe siècle",,13324049t,3499047,0000 0000 8357 5096,masculin,,,,1899-01-01T00:00:00Z,1966-01-01T00:00:00Z,Sedan,Paris,4.940277777 49.701944444,2.351388888 48.856944444,http://www.sedan.fr
Marcel Achard,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Marcel Achard,1659,9,314990,1966,"Bordas - Lagarde & Michard, XXe siècle",,11930175n,314990,0000 0001 2280 9036,masculin,,,,1899-07-05T00:00:00Z,1974-09-04T00:00:00Z,Sainte-Foy-lès-Lyon,Paris,4.8025 45.733611111,2.351388888 48.856944444,http://www.saintefoyleslyon.fr
Charles Vildrac,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Charles Vildrac,1660,9,732725,1966,"Bordas - Lagarde & Michard, XXe siècle",,11928351x,732725,0000 0001 2121 4401,masculin,,,,1882-11-22T00:00:00Z,1971-06-25T00:00:00Z,Paris,Saint-Tropez,2.351388888 48.856944444,6.638611111 43.269722222,https://www.paris.fr/
Paul Géraldy,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Paul Géraldy,1661,9,2641297,1966,"Bordas - Lagarde & Michard, XXe siècle",,119046652,2641297,0000 0001 2099 0046,masculin,,,,1885-03-06T00:00:00Z,1983-03-10T00:00:00Z,18e arrondissement de Paris,Neuilly-sur-Seine,2.344447222 48.89215,2.2675 48.887222222,http://www.mairie18.paris.fr/
Jean-Jacques Bernard,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Jean-Jacques Bernard,1662,9,3166180,1966,"Bordas - Lagarde & Michard, XXe siècle",,121277328,3166180,0000 0001 1592 276X,masculin,,,,1888-07-30T00:00:00Z,1972-09-12T00:00:00Z,Enghien-les-Bains,Montgeron,2.308055555 48.969722222,2.455277777 48.7075,http://www.ville-enghienlesbains.fr
Édouard Bourdet,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Édouard Bourdet,1663,9,2300830,1966,"Bordas - Lagarde & Michard, XXe siècle",,12341087x,2300830,0000 0000 8145 9729,masculin,,,,1887-10-26T00:00:00Z,1945-01-17T00:00:00Z,Saint-Germain-en-Laye,7e arrondissement de Paris,2.090555555 48.896388888,2.312777777 48.859166666,http://www.saintgermainenlaye.fr
Jules Romains,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Jules Romains,1664,9,334983,1966,"Bordas - Lagarde & Michard, XXe siècle",,13091632z,334983,0000 0001 2128 3108,masculin,,,,1885-08-26T00:00:00Z,1972-08-14T00:00:00Z,Saint-Julien-Chapteuil,Paris,4.061111111 45.034722222,2.351388888 48.856944444,
Marcel Pagnol,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Marcel Pagnol,1665,9,236630,1966,"Bordas - Lagarde & Michard, XXe siècle",,119184123,236630,0000 0001 2120 1141,masculin,,,,1895-02-28T00:00:00Z,1974-04-18T00:00:00Z,Aubagne,Paris,5.570833333 43.290833333,2.351388888 48.856944444,http://www.aubagne.fr
Armand Salacrou,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Armand Salacrou,1666,9,867202,1966,"Bordas - Lagarde & Michard, XXe siècle",,119234332,867202,0000 0001 2143 640X,masculin,,,,1899-08-09T00:00:00Z,1989-11-23T00:00:00Z,Rouen,Le Havre,1.1025 49.443055555,0.108055555 49.494166666,http://www.rouen.fr
Jean Giraudoux,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Jean Giraudoux,1667,9,309974,1966,"Bordas - Lagarde & Michard, XXe siècle",,119050769,309974,0000 0001 2117 821X,masculin,,,,1882-10-29T00:00:00Z,1944-01-31T00:00:00Z,Bellac,Paris,1.049444444 46.121944444,2.351388888 48.856944444,http://www.bellac.fr
Roger Martin du Gard,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Roger Martin du Gard,1668,9,129155,1966,"Bordas - Lagarde & Michard, XXe siècle",,119147766,129155,0000 0001 2132 6497,masculin,,,,1881-03-23T00:00:00Z,1958-08-22T00:00:00Z,Neuilly-sur-Seine,Bellême,2.2675 48.887222222,0.560555555 48.376388888,http://www.neuillysurseine.fr
Georges Duhamel,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Georges Duhamel,1669,9,20733,1966,"Bordas - Lagarde & Michard, XXe siècle",,11901017t,20733,0000 0001 2137 1650,masculin,,,,1884-06-30T00:00:00Z,1966-04-13T00:00:00Z,Paris,Valmondois,2.351388888 48.856944444,2.190833333 49.096666666,https://www.paris.fr/
Raymond Radiguet,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Raymond Radiguet,1670,9,333615,1966,"Bordas - Lagarde & Michard, XXe siècle",,119209880,333615,0000 0001 2137 9927,masculin,,,,1903-06-18T00:00:00Z,1923-12-12T00:00:00Z,Saint-Maur-des-Fossés,Paris,2.485555555 48.8025,2.351388888 48.856944444,http://www.saint-maur.com
Jacques Chardonne,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Jacques Chardonne,1671,9,699401,1966,"Bordas - Lagarde & Michard, XXe siècle",,118859706,699401,0000 0001 0865 9262,masculin,,,,1884-01-02T00:00:00Z,1968-05-29T00:00:00Z,Barbezieux-Saint-Hilaire,La Frette-sur-Seine,-0.155555555 45.472777777,2.178333333 48.974166666,http://www.mairie-barbezieux.fr
Marcel Arland,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Marcel Arland,1672,9,59076,1966,"Bordas - Lagarde & Michard, XXe siècle",,118890920,59076,0000 0001 0876 0811,masculin,,,,1899-07-05T00:00:00Z,1986-01-12T00:00:00Z,Varennes-sur-Amance,Saint-Sauveur-sur-École,5.621388888 47.895833333,2.548055555 48.496666666,https://www.varennes-sur-amance.fr/
Jacques de Lacretelle,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Jacques de Lacretelle,1673,9,537014,1966,"Bordas - Lagarde & Michard, XXe siècle",,11910530c,537014,0000 0001 1480 0007,masculin,,,,1888-07-14T00:00:00Z,1985-01-02T00:00:00Z,château de Cormatin,Paris,4.684277777 46.543138888,2.351388888 48.856944444,
Félix de Chazournes,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Félix de Chazournes,1674,9,3092654,1966,"Bordas - Lagarde & Michard, XXe siècle",,11197805z,3092654,0000 0003 7878 3554,masculin,,,,1887-12-26T00:00:00Z,1940-12-01T00:00:00Z,Lyon,#N/A,4.841388888 45.758888888,#N/A,http://www.lyon.fr/
François Mauriac,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,François Mauriac,1675,9,81685,1966,"Bordas - Lagarde & Michard, XXe siècle",,11915247g,81685,0000 0001 2120 1088,masculin,,,,1885-10-11T00:00:00Z,1970-09-01T00:00:00Z,Bordeaux,Paris,-0.579444444 44.837777777,2.351388888 48.856944444,http://www.bordeaux.fr
Georges Bernanos,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Georges Bernanos,1676,9,315072,1966,"Bordas - Lagarde & Michard, XXe siècle",,118914795,315072,0000 0001 2279 0654,masculin,,,,1888-02-20T00:00:00Z,1948-07-05T00:00:00Z,Paris,Neuilly-sur-Seine,2.351388888 48.856944444,2.2675 48.887222222,https://www.paris.fr/
Marcel Jouhandeau,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Marcel Jouhandeau,1677,9,561479,1966,"Bordas - Lagarde & Michard, XXe siècle",,119090768,561479,0000 0001 2127 2273,masculin,,,,1888-07-26T00:00:00Z,1979-04-07T00:00:00Z,Guéret,Rueil-Malmaison,1.868333333 46.170555555,2.188333333 48.877777777,http://www.ville-gueret.fr
Julien Green,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Julien Green,1678,9,334952,1966,"Bordas - Lagarde & Michard, XXe siècle",,11905798j,334952,0000 0001 2137 9652,masculin,,,,1900-09-06T00:00:00Z,1998-08-13T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Henry de Montherlant,M,autrices-auteurs-manuels-scolaires,Anthologies littéraires scolaires,Henry de Montherlant,1679,9,379956,1966,"Bordas - Lagarde & Michard, XXe siècle",,119166574,379956,0000 0001 2140 0394,masculin,,,,1895-04-20T00:00:00Z,1972-09-21T00:00:00Z,7e arrondissement de Paris,7e arrondissement de Paris,2.312777777 48.859166666,2.312777777 48.859166666,https://mairie07.paris.fr/
